ZONECODE,ITEM_CODE,DESCRIPTION,ITEM_SPECIFICATION
99,30540252,"SEALED WINDOW GLASS Unit Size: 605 X 550  X 25.5 mm to RCF'S DRg No.CC-54208, Alt.No. ""d"".",
13,30540252,SEALED WINDOW GLASS UNIT  TO RCF DRG NO. CC-54122 ALT. b,
24,30540252,SET OF FRP WINDOW HOLDING FRAME (COLOUR SHADE-RAL1034) FOR SSC COACHES as per MPLWHFSSC VERSION 0,
3,30540264,I.S.SPECN.RELYTUF BRAND TOUGHENED SAFETY GLASS (TS WITH IS:2553 PT.I/1990.TOLERANCE THICKNESS & SIZE CONF.TO IS:2835/1987 A QUALITY SIZE & DRG.NO.AS UNDER:- WINDOW GLASS (FROSTED)SIZE 579X530X5.5MM TO ITEM-5 OF ICF DRG WTAC-3-5-4-302 ALT (H) &(3) MAT & SPECN.AS PE DRG.,
14,30540264,"SEALED WINDOW GLASS UNIT SIZE: 1200 X 550 X 25.5 MM as per RCF'S Drg.No. AE 54107,Alt.No. 'd' .",
10,30540264,"Sealed window glass unit for wider window 1220 mm for RCF built coaches to RCF drg. no. AE- 54107, Alt. d.",
2,30540264,"SEALED WINDOW GLASS UNIT SIZE: 1200 X 550 X 25.5 mm as per RCF'S Drg.No. AE 54107, Alt.No. 'd'.",
5,30540264,Sealed Window Glass Unit (For wider window)1220 mm complete,Mat.Spec.-As per drg.
7,30540264,"SEALED WINDOW GLASS UNIT COMPLETE [FOR WIDER WINDOW] 1220 mm TO RCF DRG NO.AE-54107, ALT:d.",
9,30540264,"SEALED WINDOW GLASS UNIT 1220 mm WIDER WINDOW AS PER RCF DRG.NO.-AE-54107, ALT.-d,CONFIRMING TO RCF SPECN.  NO.-MDTS-011 REV. 2",A -E -54107
99,30540264,"SEALED WINDOW GLASS UNIT SIZE: 1200 X 550 X 25.5 mm as per RCF'S Drg.No. AE 54107, Alt.No. 'd'.",
6,30540264,"TOUGHENED FLOAT SAFETY GLASS (TF) SIZE 6 X 550 X 1200 mm WITH SUN CONTROL FILM PASTED TO RCF DRG NO.AE/54107, ALT.d. ITEM.3.",
12,30540264,"SEALED WINDOW GLASS UNIT FOR WIDER WINDOW SIZE: 1200 X 550 X 25.5 MM as per RCF'S Drg.No. AE54107, Alt.No. [d].",
13,30540264,SEALED WINDOW GLASS UNIT (FOR WIDER WINDOW) 1220 MM TO RCF DRG NO  AE-54107 WITH  ALT- d  MAT. AND SPECN. AS PER DRG.,
24,30540264,INSIDE DUSTBIN  FOR ICF TYPE FITTED WITH BIO TOILETS. as per MI005927,
5,30540276,Toughened Safety Glass size 5.5x550x605mm,"Mat Specn. IS:2553, Pt-1"
6,30540276,"WINDOW GLASS (OUTER) LAMINATED SMOKE COLOURED 6 x 530 x 579 mm. DRG. NO. ITEM.3 OF WTAC 3-5-4-302, ALT.m/3.",
15,30540276,Window glass outer smoke colour,
6,30540306,"WINDOW GLASS SAFETY LAMINATED SMOKE COLOURED 6X530X731 mm TO DRG. NO. WTAC3-5-4-302, ALT.m/3. ITEM. 4.",
15,30540306,GLASS SHEET LAMINATED6X533X734,
13,30540367,OUTER WINDOW GLASS SMOKE COLOUR SIZE 705X503X6MM TO ICF DRG.NO. ICF/SK-5-4-078  ALT-h/2  ITEM NO.2,
13,30540379,LAVOTARY WINDOW ARRAGEMENT FOR NON AC COACHES WITH INSIDE WINDOW BAR ICF SK-5-5-035 WITH ALT.a COL -II COLOUR OF OUTER FRAME SHOULD BE SATIN BLUE,
16,30540410,"Two Piece Glass Shutter to RDSO Drg. No.- SK-98062, Alt.-3 or as applicable on the date of tender opening & RDSO Spcn CG-02 (Rev-1) Feb 2008 with FRP/SMC to STR No. RDSO/2007/CG-01, RDSO/2007/CG-02 (Rev.-1).",
12,30540410,"Two Piece Glass Shutter RDSO Drg.No.SK - 98062, Alt-3 & RDSO Spcn CG-02[Rev-1] Feb 2008 with FRP/SMC to SIR No.RDSO/2007/CG-01,RDSO/2007/CG-02[Rev-1] Note: Frame of Two Piece Glass Shutter to be supplied in Satin Blue Colour to IS:5/1994[Shade No.177].",
14,30540410,Two piece glass shutter. RDSO Drg. No. SK No.98062 Alt.3 Item No.1 to 14 in assembled condition. Material specification as per drg and specification No.RDSO/2007/CG-02(Rev-1)/Feb'2008,
1,30540410,"TWO PIECE FRP GLASS SHUTTER, SATIN BLUE COLOUR TO RDSO'S DRG. NO. SK-98062 ALT-3 OR LATEST. MTRL AND SPECN. RDSO STR No. RDSO/2007/CG-02 [REV.1 OF FEB. 2008].  THIS ITEM IS RESTRICTED FOR PROCURMENT FROM RDSO APPROVED SOURCES ONLY.",
6,30540422,"Fixing and Sealing Rubber Profile for window glass of AC Coaches. Supply Condition: To be supplied in 15 meters length to Drg.No. items 5 and 2 of ICF/VNR-5-4-202,Alt-g/2.",
24,30540434,PACKING RUBBER as per T-5-4-701 ITEM 4 ALT e,
4,30540446,SEALED WINDOW G.1200,
5,30540446,Sealed Window Glass Unit (For Wider Window) 1220 mm,Mat.Spec- As per drg.
5,30540458,"Aluminium holding frame for Emergency openable window,",Mat.Spec.-As per drg.
5,30540460,"Handle, item 6 to ICF drawing No : WGSCZACJ  2 - 5 - 4 - 206 Alt b or latest,",Matl. & specn: As per drg.
5,30540471,"Sealed Window  Glass Unit (for 1220 x 762  wide),",
11,30540471,BODY SIDE WINDOW ASSMBLY,
5,30540483,"Movable shutter for  window Non - AC Chair car,",Mat.Specification No. As per drawing.
5,30540495,"FRP Inner frame for body side window for Janashatabdi (1220x560),","Specification as per drawing,"
3,30540501,LOUVRE SHUTTER COMPLETE (WITH GAUZE)FOR TOURIST CAR TO ITEM AS PER COL.II OF ICF/DRG.CT-S-4-003 ALT (J)&(2) MATL.& SPECN AS PER DRG,
5,30540501,Louver Shutter complete,Mat.Spec.- As per drg.
16,30540501,"LOUVRE SHUTTER COMPLETE TO IRS,. DRG.",
2,30540513,"SET OF POCELAIN COMMODE AND BASIN FOR RA COACHES CONSISTING OF 02 (TWO) ITEMS ARE AS (1) PORCELAIN SINGLE  SYPHONIC CISTERN & COMMODE S TYPE,COLOUR- OFF WHITE WITH LID AND SEAT WITH BRACKET AND ALL FITTINGS TO  MODEL CASCADE,S TRAP-0217 OF PARRYWARE OR SIMILAR OF NEYCER/HINDWARE,QTY/KIT=01 NO. (2) PORCELAIN FLAT BACK WASH BASIN,SIZE: 550 X 400 MM WITH POCELAIN STAND HEIGHT 675 MM, COLOUR- OFF WHITE,WITH ARM REST,C.P.DRAIN GRID FLEXIBLE PIPE TO IS:2556(PART-IV)-1972 MODEL ELAN W/B OF NEYCER OR SIMILAR OF PARRYWARE/HINDWARE,QTY/KIT=01 NO.",
5,30540513,"Emergency Openable Window for AC Coaches (2 '  Wide Window ),",Specn. As per drg.
99,30540513,"SET OF POCELAIN COMMODE AND BASIN FOR RA COACHES CONSISTING OF 02 (TWO) ITEMS ARE AS (1) PORCELAIN SINGLE  SYPHONIC CISTERN & COMMODE S TYPE,COLOUR- OFF WHITE WITH LID AND SEAT WITH BRACKET AND ALL FITTINGS TO  MODEL CASCADE,S TRAP-0217 OF PARRYWARE OR SIMILAR OF NEYCER/HINDWARE,QTY/KIT=01 NO. (2) PORCELAIN FLAT BACK WASH BASIN,SIZE: 550 X 400 MM WITH POCELAIN STAND HEIGHT 675 MM, COLOUR- OFF WHITE,WITH ARM REST,C.P.DRAIN GRID FLEXIBLE PIPE TO IS:2556(PART-IV)-1972 MODEL ELAN W/B OF NEYCER OR SIMILAR OF PARRYWARE/HINDWARE,QTY/KIT=01 NO.",
5,30540525,"Window Glass, Inner, 600 x 542 x 5 for BG AC,",Material specification : As per drg.
12,30540525,"Sealed Window Glass Size 697x1117x18.38mm RCF Drg. No. LW54127,ALT-a.",
12,30540537,"Sealed Window Glass Unit for Door Window.Size- 819 x 369 x 18.38 mm, RCF Drg. No. LW54168, ALT-c.",
13,30540537,SEALED WINDOW GLASS TRANSPRENT SIZE 819 X369 X18.39 MM FOR SHATABDI EXP MAIN DOOR,
3,30540562,FIXING RUBBER PROFILE TO  EMU/GZB DRG. No. M2/SK- 140/2011 ITEM No. 2.,
4,30540574,RUBBER PROFILE(SIDE),
1,30540574,"RUBBER PROFILE [SIDE] [FOR MODIFIED A/C WINDOW] RCF DRG. NO. CC 54106, ALT-NIL. 25 MTRS. LENGTH OF EACH BUNDLE. MATERIAL AND SPECIFICATION AS PER DRG.",
16,30540574,RUBBER PROFILE FOR SEALED WINDOW IN 15 MTRS RUNNING LENGTH. DRG NO CC-54106.,
9,30540586,"RING FOR CURTAIN TO CWM-PLs DRG. NO.-C/CF-384/C, Alt.- Nil, ITEM NO.- 2.",WR/CCG-384/C/2
15,30540586,"Curtain ring (Chromium plated) size: 27 mm to Drg. No. PD/UBL/SCR (C&W) A-4-2414, Alt.-1.",
9,30540598,"RING FOR CURTAIN TO CWM-PL  as per Drg. No. C/CF-384/C Alt. Nil.ITEM NO.1. TRADE GROUP:3057,0036",WR/CCG-384/C/1
9,30540604,"MODIFIED EQUILISING DEVICE 2'-0""WIDE WINDOW (ASSEMBLED CONDITION) AS PER RDSO DRG.  NO.SK-98148  ALT.1",RDSO 98148 ALT1
24,30540616,BODY SIDE WINDOW ALUMINIUM FOR SNMGN2CC COACHES  (COLOUR AS PER DRAWING NO. FD84100) (INSTALLATION & COMMISSIONING OPTIONAL) as per FD54101,
8,30540628,"Locking unit for Emergency openable window. to DRG.No. S.E.Rly drawing CWM SK No-0719/KGP, alt-nil. Matl. Specn. As per drawing.",
5,30540630,Look  Out Glass for Guard  Van.,BIS Laminated Safety glass type -C IS:2553 (Part-1)/90.
5,30540641,"Frame half,",IS:2062 Fe410WC.
8,30540653,GLASS UNIT FOR LAVATORY WINDOW,
8,30540665,RESIN MOULDING WINDOW FRAME,
3,30540677,GLASS SHEET HEAT TESTED TPT,
14,30540677,"Toughened safety glass for AC-3 fies coaches. Sizes : 6x550x1200mm. Drg./specn Ref. RCF/Kapurtala Drg. No. Af-54017, Alt. C, item-I. for BG ICF Coaches",
5,30540677,"Window Glass,920 x 500 x 5.5 for BG / ICF","BIS Specification No: Glass, IS: 2553"
2,30540707,"(1) MAIN DOOR ASSEMBLY COMPLETE (AS SHOWN) WITH PAD LOCK TO BEML DRG.NO.411-47001, ITEM NO-16,CH.LET.-8(EIGHT) (2) MAIN DOOR ASSEMBLY COMPLETE (OPPOSITE) WITH PAD LOCK TO BEML DRG.NO.411-47001, ITEM NO-17.CH.LET.-8(EIGHT). QTY FOR ITEM NO.16 & 17 (ONE NO EACH PER SET).",
99,30540707,"(1) MAIN DOOR ASSEMBLY COMPLETE (AS SHOWN) WITH PAD LOCK TO BEML DRG.NO.411-47001, ITEM NO-16,CH.LET.-8(EIGHT) (2) MAIN DOOR ASSEMBLY COMPLETE (OPPOSITE) WITH PAD LOCK TO BEML DRG.NO.411-47001, ITEM NO-17.CH.LET.-8(EIGHT). QTY FOR ITEM NO.16 & 17 (ONE NO EACH PER SET).",
13,30540719,WINDOW RUBBER FROFILE TO RCF DRG. NO. CC 54314 ALT. b MAT. AND SPEC. AS PER DRG.,NA
1,30540720,RUBBER PROFILE WINDOW FOR AC COACHES ICF AC COACHES RCF DRG. NO..HE-54101 ALT-g,
7,30540720,WINDOW SILL FOR BODY SIDEWINDO,
3,30540720,RUBBER PROFILE [for window] for IRY Coaches. Drg No :- HE 54101 alt.[g] [length in multiple of  43344] Specification No :- RCF/MDTS-030 Rev.[Nil],
13,30540720,RRUBBER PROFILE WINDOW FOR AC COACHES TO RCF DRG.  NO. HE-54101 ALT. g. MATERIAL AND SPECIFICATION AS PER DRG. ITEM TO BE SUPPLY IN THE ROLL OF 25 MTRS.,
3,30540732,FRP SILL,
13,30540732,FRP SILL FOR LAVOTORY NON LIFT TYPE  WINDOW TO RDSO DRG NO.  SK-96015 ALT. 1 mat should confirm to RDSO Specn no RDSO/2007/CG-03 Rev 1,
3,30540744,FRP DOOR WINDOW SILL,
13,30540744,FRP DOOR SILL FOR 2-0 WIDE DOOR WINDOW TO RDSO DRG. NO. SK-96010 ALT. 2. MAT. SHOULD CONFIRMING TO RDSO STR NO. RDSO/2007/CG-03 REV. 1 COLOUR TO ISC-177 OF IS: 5/2007 SATIN BLUE.,
9,30540756,LOCK ASSEMBLY FOR WINDOW TO DRG. No. WTAC-5-4-009 ALT. i/22 ITEM 1 TO 7.,
3,30540756,FRP BODY,
13,30540756,FRP WINDOW SILL FOR 2 FEET WIDE WINDOW TO RDSO DRG. NO. SK-95192 ALT.3  MAT. SHOULD CONFIRM TO RDSO SPECN. RDSO/2007 CG 01 AND RDSO /2007/CG 03 REV 1,
7,30540768,"Indication plate for emergency window Material Acrylic Sheet 3mm Thickness Colour - White conforming to Specn ASTM D4802-10 [sizes as per drg] to RDSO Drg No.CG-K4063, Al.2.NOTE: Firm to supply 60% of quantity for Non - AC Coaches and 40% of quantity for AC coaches.",
14,30540781,"NG Carriage  base impregnated, compreg laminate window frame for door with toughened glass sheet to Dy.CME/MIBW/NGP SK No. 512,Alt-2A/Compreg (congirming to RDSO Spec No.C-9407,Rev-3 of Feb.07). Material & Specification as per Drawing with latest specification. For NG Coaches",
14,30540793,"Single piece louver shutter, Colour- Satin Blue to RDSO Drg. No. 97020 Alt/8 to RDSO's Specification No. RDSO/2007/CG-02 ( Rev. 01) for BG main line coaches. Material and specification as per Drg.",
14,30540800,"Carriage wood base impregnated compreg laminate window frame with toughened glass sheet NGP's SK No. 512 Alt-2. Compreg Material & Specification to RDSO Specification C-9407 (Rev-3, of Feb,07), type I. Fire retardency clouse appendix G. Material and Specification as per Drg.",
12,30540811,"Rubber profile for Window guide to ICF Drg. No. T-5-4-511, Alt. 7 & g.",
3,30540811,"RUBBER PROFILE FOR WINDOW GUIDE . DRAWING NO. C/DW-4615, ALT.(1).",
1,30540811,"RUBBER PROFILE FOR WINDOW GUIDE TO ICF DRG. NO. T-5-4-511, ALT. g/8. [LENGTH 1.11 METRES]. MATERIAL AND SPECIFICATION AS PER DRAWING.",
16,30540811,Rubber Profile for Window guide to ICF Drg. No.-,
3,30540823,RUBBER,
12,30540835,"RUBBER TUBING FOR GLASS & LOUVER SHUTTER 650 MM LENGTH FOR FRP WINDOW DRG.NO. RDSO/SK-98151,ALT-1, ITEM-3.",
16,30540835,RUBBER TUBING FOR GLASS & LOUVRE SHTTER 650 MM LENGTH. FOR FRP WINDOW TO DRG. NO.-,
1,30540847,"FRP WINDOW ASSEMBLY [2 FEET 00 INCH] TO RDSO DRG. NO. SK-96070, ALT-1 OR LATEST. MTRL AND SPECN:-RDSO/2007/CG-02 [REV-1 FEB-2008] OR LATEST. THIS ITEM IS RESTRICTED FOR PROCUREMENT FROM RDSO APPROVED SOURCES ONLY.",
8,30540859,Laminated smoke glass,
12,30540860,"RUBBER PROFILE FOR AC COACH TO DRG NO.- CRW/SK-711, Alt-2. ITEM 1 & 2 LENGTH OF EACH ITEM 21 METERS.",
16,30540860,"RUBBER PROFILE FOR AC COACH TO DRG NO.- CRW/SK-711, Alt-2. ITEM 1 & 2 LENGTH OF EACH ITEM 21 METERS.",
16,30540872,"Holding Frame for Wider Window, L-1220 mm Deep Cream Colour to Shade No. 353 to IS: 5/2004 to Drg. No. AE-54102 Alt-b.",
3,30540884,DOOR SEAING WINDOW GLASS UNIT,
3,30540896,SEALDED WINDOW,
3,30540902,LOCKING ARRANGEMENT FOR EMERGE,
3,30540914,FRP WINDOW MODULE PANNEL FOR C,
5,30540926,"Window Glass for NG coaches,",Material Specification No:  As per drawing.
5,30540938,"Window shutter panel of compreg with one side laminated size-605 x 753 x 4 mm,",RDSO's Specification No: C- K 513 Amnd-2.
3,30540940,WINDOW STOPPER,
5,30540951,Stainless Steel Curtain Rod 19mm dia x 1.6mm thick & 3.5m long.,Mat.spec.BIS spec.No.IS;-6603:2001 or latest.
5,30540963,"Steel tube-Medium, 08mm NB x 3.5m long, ERW with Nickel plus Chromium coatings,","Specification :- IS: 1239 (pt-I):2004 with amendment 1&2 and IS:1068/1993 (Reaffirmed 2006), service condition Number 1 (Mild) scale"
24,30541013,EMERGENCY OPENABLE WINDOW FOR DOUBLE DECKER EXCEPT ITEM NO. 11 as per DD54102 ALT a,
9,30541037,"FRP HOUSING COMPLETE FOR EMERGENCY WINDOW (NON-AC) AS PER ITEM NO. 14 & 16 TO 22 IN ASSEMBLY OF ICF DRG.NO.ICF/STD-5-4-005,  ALT-m/NIL.",ICF/STD-5-4-005
5,30541050,Body side window Arrangement with lift up type Glass shutters for emergency window (915x990 windows),Specification:- As per drg.
2,30541062,"Rubber Profile (For Window), Length-3360 mm to RCF's Drg. No. HE54101, Alt. No.-g.",
99,30541062,"Rubber Profile (For Window), Length-3360 mm to RCF's Drg. No. HE54101, Alt. No.-g.",
13,30541130,RUBBER TUBBING,
9,30541130,RUBBER TUBING FOR GLASS & LOUVER SHUTTER TO DRG.NO. C/DW-4618 ALT. 1.,
3,30541130,TUBING RBR FOR GLASS&WINDOW,
14,30541190,"FRP HOUSING ASSLY. FOR EMERGENCY OPENABLE WINDOW FOR NON AC COACHES TO DRG. NO. ICF/STD-5-4-005. ITEM NO. 14,16,17,20,21,22 ALT. K",----
2,30541219,"Window Rubber Profile to RCF's Drg. no.CC-54314, Alt NO.-'b' (Minimum strip lenght 3.5 Mtrs. or its multiple in running meters.)",
99,30541219,"Window Rubber Profile to RCF's Drg. no.CC-54314, Alt NO.-'b' (Minimum strip lenght 3.5 Mtrs. or its multiple in running meters.)",
12,30541220,"PRESSED BODY SIDE PANEL TYPE II FOR ICF COACHES. DRG.NO. CRW/SK-548, Alt 1.",
16,30541220,WINDOW GROOVE PROFILE IRS/C/DW-4620,
12,30541232,"PRESSED BODY PANEL TYPE-VI, AS PER DRG.NO. CRW/SK-548, ALT-1, ITEM NO.6.",
15,30541270,"Rubber Profile for emergency openable window to Drg. No.ICF/SK-5-4-263, alt-nil, or latest.",
16,30541311,HELICAL SPRING,
3,30541402,KNOB FOR WINDOW SHUTTER,
9,30541440,SHOOT BOLT ASSY.CHROME PLATED TO DRG.No.T-5-4-067 ALT.3.,
16,30541440,SHOOT BOLT ASSLY. TO DRG.,
8,30541610,"WINDOW GLASS OUTER FOR ICF BUILT AC COACHES SIZE:885X530X6mm TO ICF'S DRG.NO.WTAC3-5-4-302,ALT-m/3,ITEM-1,    MATERIAL SPECIFICATION:IS:2553/90,(PART-1) WITH AMENDMENT-5.",
8,30541621,"WINDOW GLASS OUTER FOR ICF BUILT AC COACHES SIZE:1190 X 530 X 6mm TO ICF'S DRG.NO.WTAC3-5-4-302,ALT-m/3,ITEM-2, MATERIAL SPECIFICATION: IS:2553/90(PART-1)WITH AMENDMENT-5.",
8,30541633,"SMOKED GLASS OUTER FOR WINDOW FOR ICF BUILT AC COACHES (SIZE:579X530X6mm) TO ICF'S DRG.NO.WTAC3-5-4-302,ALT-m/3,ITEM-3.      MATERIAL SPECIFICATION: IS:2553(PART-1)/90(3RD REV.),AMENDMENT-5.",
13,30541839,Rubber Profile  For  Window Guide TO RDSO  DRG NO  SK-98151 with  ALT  1 Item No 1 Material and  Specification as per  DRG. The item to be  supplied in Roll of 24 meters length.,
9,30541839,RUBBER PROFILE FOR WINDOW GUIDE TO DRG. No.T-5-4-511 Alt.f/7.with length of rubber profile as 2400mm each piece.Qty.+/_5% acceptable to have it in multiple of 2400mm length of each piece.,T 54511
24,30542005,CORRIDOR WINDOW ARRANGEMENT as per MF54101 ALT a,
9,30542029,RUBBER TUBING 8 mm x 4020 mm NATURAL RUBBER OF COLOUR GREY OR BLACK WITH 60 +/-5 SHORE CONFORMING TO ICF DRG.No.T-5-4-540 ALT.Q/5,T 54540
13,30542121,GLASS SAFETY 616X500X6MM,
9,30542121,WINDOW GLASS TO DRG.No. T-5-4-549 ALT.L/5 ITEM No.1.,T54549
3,30542121,GLASS TRANS 6X500X616,
10,30542121,WINDOW GLASS TRANSPARENT,
5,30542133,Toughend Glass 616 x 500 x 55mm,
1,30542145,"window groove profile to IRS DRG, NO.",
16,30542145,"window groove profile to IRS DRG, NO.",
5,30542248,Window groove prolite 2300mm,
3,30542297,ARRANGEMENT OF 2 SEATER & 3 SEATER,
3,30542315,"WINDOW GROOVEE PROFILE TO ICF FRG.NO. T-5-4-550, ALT. (B) AND (3). MATEREAL AND SPECN AS PER DRG.",
24,30542327,RUBBER BAND FOR WINDOW SEALING as per T-5-4-551 ALT v,
13,30542560,SINGLE PIECE FRP LOUVER SHUTTER 24 INCH WIDE WINDOW TO RDSO DRG. NO. SK-97020 ALT. 8 COLOUR OF SINGLE PIECE FRP LOUVER SHUTTER IS SATIN BLUE TO ISC-177 OF IS-5/2007.,
9,30542560,"SINGLE PIECE FRP LOUVER SHUTTER(SATIN BLUE COLOUR) AS PER RDSO`S DRG. NO.-SK-97020, ALT.-8 MATERIAL CONFIRMING TO RDSO SPECN. NO.-RDSO/2007/CG-02(REV.-1)OF FEB.2008 WITH AMND. SLIP NO.1 OF AUGUST-2016.",SK-88095
3,30542560,FRP LOUVER SHUTTER ASSLY. WITH GAUZE (2' -00'') DRAWING NO. RDSO/SK-K 0038 ALT. (NIL) SPECIFICATION: RDSO/2007/CG-02 (REV-1)(FOR ITEM-1) SPECIAL TERM& CONDITION: SUPPLIER SHOULD PURCHASE  ITEM-1(LOUVER SHUTTER) FROM RDSO APPROVED SOURCE.,
5,30542698,"FRP Window Sill, Colour- Light Grey for 2'-0"" wide,window for passenger coaches,",Mat.Specn. As  per drg.
6,30542698,"FRP Window Assembly 2' 0"" wide Items 1,2, and 3 of RDSO SK-96070, Alt.1 (Except items 4 to 7) Specn. No. RDSO/2007/CG-03, Rev.1 of Feb.'08, RDSO/2007/CG-02, Rev.1 of Feb.'08 and RDSO/2007/CG-01, Rev.0 of Apr.07.  THE LOUVRE SHUTTER SHALL BE OF SINGLE PIECE DESIGN, MANUFACTURED IN ONE SHOT MOULDING PROCESS.  COLOUR OF GLASS SHUTTER AND LOUVRE SHUTTER FRAMES SHALL BE OF SATIN BLUE TO SHADE NO.177 OF IS:5/2007 AND COLOUR OF WINDOW GUIDES AND SILLS ARE 'SMOKE GREY' TO SHADE NO.692 OF IS:5/2007 AND FIXING HOLES AS PER DRG.NO.ICF/SK 3-5-4-009.  MATERIAL TO BE PROCURED FROM RDSO APPROVED SOURCES ONLY",
7,30542730,TWO PIECE GLASS SHUTTER confirming to RDSO Specn. No. RDSO/2007/CG-02 (Rev.1) and RDSO Drg. No. SK-98062 alt.3 colour to be Satin blue to IS:5/2007 (Shade No. 177),
3,30542730,"TWO PIECE GLASS SHUTTER,  DRAWING NO.RDSO/SK-98062, alt. ( 3 )   Specification: RDSO/2007/CG-02 (Rev.-1)",
8,30542730,"TWO PIECE GLASS SHUTTER. RDSO DRAWING NO. RDSO's SK-98062,ALT-3, ITEM 1 TO 14 IN ASSEMBLED CONDITION.  MATERIAL SPECIFICATION: AS PER DRAWING & SPECIFICATION NO.RDSO/2007/CG-02(Rev-1)/Feb'2008.",
11,30542730,"Two Piece Glass Shutter Complete , to Drawing/ Specification RDSO/2007/CG-02, RDSO/SK-98062, Alt. No. 3, Item No.- 1 to 14 in assembled condition.",
13,30542741,TWO PIECE GLASS SHUTTER (FRP) COMPLETE TO RDSO DRG.NO. SK-98062 ALT. 3. MATERIAL AND SPECIFICATION AND OTHER TECHNICAL REQUIREMENTS AS PER DRAWING. COLOUR OF FRP SHUTTER IS SATIN BLUE TO ISC-177 OF IS: 5/2007.,
9,30542741,"""TWO PIECE GLASS SHUTTER (FRP)  (SATIN BLUE COLOUR)COMPLETE AS PER RDSO'S  DRG.NO.-SK-98062,ALT.-3.MATERIAL CONFORMING TO   RDSO SPECN. NO.-RDSO/2007/CG-02(REV.1) OF FEB. -2008 WITH AMND. SLIP NO.1 OF AUGUST-2016.",SK-85166
4,30542741,TWO PIECE GLASS SHUTTER ASSLY FOR BG MAIN LINE COACHES TO RDSO DRG. NO. SK-98062 ALT. 3 AND RDSO SPEC. NO. RDSO/2007/CG-02 REV. 1 OF FEB. 2008,
14,30542741,"""TWO PIECE GLASS SHUTTER (FRP)  (SATIN BLUE COLOUR)COMPLETE AS PER RDSO'S  DRG.NO.-SK-98062,ALT.-3.MATERIAL CONFORMING TO   RDSO SPECN. NO.-RDSO/2007/CG-02(REV.1) OF FEB. -2008 or Latest",RDSO SPECN. NO.-RDSO/2007/CG-02(REV.1) OF FEB. -2008.
9,30542832,SHOOT BOLT FOR GLASS SHUTTER TO DRG.No.T-5-4-616 ALT. T/4.,T-5-4-616
8,30542870,"SINGLE PIECE FRP LOUVER SHUTTER(2'-0) TO RDSO'S SK- 97020,ALT-8,ITEM NOS 1 TO 7 IN ASSEMBLED CONDITION. MATERIAL SPECIFICATION: AS PER DRAWING AND SPECIFICATION No.RDSO / 2007 / CG-02 (Rev-1)/ Feb'2008.",
11,30542870,"Single Piece Louvre Shutter, to Drawing/ Specification RDSO/2007/CG-02, RDSO/SK-97020 , Alt. No. 8, Item No- 1 to 7 in assembled condition.",
7,30542881,FRP BODY SIDE WINDOW ASSEMBLY,
3,30543228,"SINGLE PIECE FRP LOUVER SHUTTER FOR TWO INCH-0 INCH WIDE WINDOW, COLOUR-SATIN BLUE Drawing No.RDSO/SK- 97020, alt.(8)  Specification :- RDSO/2007/CG- 02 (Rev.- 1) Special term & condition:- Item shall be procured  from RDSO approved sources only.",
4,30543228,"SINGLE PIECE FRP LOWER SHUTTER ASSEMBLY (2-.0 WIDE WINDOW) TO RDSO SK-97020, ALT-8. MAT. SPEC.-RDSO STR NO. RDSO/2007/CG-02(RE.1)",
3,30543241,RUBBER PROFILE ( SIDE ) FOR MODIFIED A.C.WINDOW. (LENGTH IN MULTIPLE OF 2225 mm)  DRAWING No. CC-54106 alt. ( nil ),
8,30543241,"FRP WINDOW ASSEMBLY.(2'-0"")to RDSO's SK-96070,Alt-1. MATERIAL SPECIFICATION: As per Drawing confirming to specification No.RDSO/2007/CG-02(Rev-1)/Feb'2008.",
11,30543241,"Body Side Window Assembly Complete , to Drawing/ Specification RDSO/2007/CG-02, RDSO/SK-96070, Alt. No. 1, Item No -1 to 7 in assembled condition.",
3,30543253,WINDOW RUBBER PROFILE ( LENGTH IN MULTIPLE OF  3450 mm )  DRAWING No. CC-54314 alt. ( b ),
7,30543253,Body side window arrangement with equalising device conforming to RDSO specfication No.RDSO/2007/CG-02 (Rev-1) and ICF Drg.No.T-5-4-701 (sheet 1&2) Col-XIII alt-C/27. Colour to be smoke grey to IS: 5/2007 (Shade No. 692).for guide frame and satin blue  to IS:5/2007 (Shade No.177) for louvre and two piece shutter,
15,30543253,FRP window assembly (2' ft wide) to RDSO SK 96070 Alt.1 to RDSO specn No.RDSO/2007/CG-02 (Rev 01 of feb 08) and  RDSO specn No.RDSO/2007/CG-03 (Rev 01 of feb 08). The firm to comply  requirement as per RDSO Lr. No.MC/FRP dt 25.2.09 & 29.5.2009 or latest. (Colour of the FRP Window: SATIN BLUE to shade No. 177 of IS:5-2007).,
3,30543265,"SEALED LAVATORY WINDOW GLASS UNIT  DRAWING NO. CC 55101, alt. (d).",
12,30543265,"SEALED LAV.WINDOW GLASS UNIT FOR LAVATORY WINDOW AS PER RCF DRAWING NO CC-55101, ALT-f.",
13,30543277,SEALED WINDOW GLASS UNIT,
3,30543277,"SEALED WINDOW GLASS UNIT  Drawing No. CC-54208, alt. (d)",
12,30543277,"SEALED WINDOW GLASS UNIT AS PER RCF DRG. NO. CC-54208, ALT-d, CONFORMING TO RCF SPECN. MDTS 011 REV- 2.",
3,30543289,GLASS SHUTTER ARRANGMENT FOR DRIVER CAB DOOR  AS PER ICF DRG.NO. ICF / DMU / DPC -5-3-003  Alt. 'B'.,
