"ITEM_CODE","DESCRIPTION"
"3098","Ring to RDSO Drg.No. RDSO Sketch-81206 Item-23 Alt 3."
"3098","Maintenance Kit for C3W type Distributor Valve consisting of 10 items as per annexure attached. Note: RDSO Approved vendors for Distributor Vavlve only need to quote."
"3098","Right side brake tube to Voltas Part No.MH 506363300 suitable for use of Voltas Forklift Trucks Model: DVX 20 VAT."
"3098","Vinyle stickers pasted on acrylic sheet Transparent in coaches as per Drg.No.SC/Chg/Misc./01/2015 Rev.00 S.NO.6. drawing attached."
"3098","HDPE Tees confirming to IS 4984 with latest Amendments as per the following specifications. Material grade: PE100 Pressure rating :6 kg/square cm. PN--6 . Outer dia of the pipe : 63mm. Wall thickness shall be from 2.9mm to 3.4mm."
"3098","HDPE Bends confirming to IS 4984 with latest Amendments as per the following specifications. Material grade: PE100 Pressure rating :6 kg/square cm. PN--6 . Outer dia of the pipe : 75mm. Wall thickness shall be from 3.5mm to 4.1mm."
"3098","HDPE Tees confirming to IS 4984 with latest Amendments as per the following specifications. Material grade: PE100 Pressure rating :6 kg/square cm. PN--6 . Outer dia of the pipe : 75mm. Wall thickness shall be from 3.5mm to 4.1mm."
"3098","Centre pivot top to Drg. No.CONTR 9404 S/8 Item 1 Alt 11 or latest Spec.CONTR-LCCF 20 C -96, Rev.2 with Amdt No.1 of Feb.10."
"3098","Ball valve 1 to RCF Drg No. MI005645 item-16,Alt-Nil."
"3098","Washer 20 x 172mm Dia. to ICF Drg.No.T-2-2-602, Item No.1, Alt: m/3."
"3098","Coat hanger with 6 powder coated hooks fitted on pre laminated particle board of thickness 10 mm with U type aluminium beading all sides.Size of board 4 feet x 2 feet. Board : Novopan or Archidply."
"3098","Pressure Reducing Valve for BLC Wagon to CONCOR Drg.9405-S-13, Item No.46."
"3098","S.S Wire cable dia 8mm-7X7 length 3000mm to RCF Drg.No MI005510 item - 5, along with plate to Item Sl.No.12."
"3098","Brake Drum for Drive Axle to suit Godrej Part No. MH02000024 for Godrej Forklift Trucks Model: GX-300D. Simpson/Godrej Authorised Dealers only to quote with valid certificate ."
"3098","Trestles for BG Coaches as per drawing No. PD/TYTPS/SCR/DRG.No. J and T/A3/2000."
"3098","Set of mounting brackets complete for outer and Inner Head stock assembly and bracket for Stainless Steel Wire rope to RDSO Drawing Nos. consisting of 4 items for fixing arrangement of DRDE Biological tank on conventional coaches. Detailed description as per annexure ."
"3098","Knuckle-Plate to ICF Drg.No. T-1-2-516, Col-1, Item-1-Coller M.S. Size 25x80x170 and item-2-Bush size dia.42/32x25 . Alt-p/31."
"3098","POH kit for DV KEO type consisting of 48 items as per the part list enclosed at Annexure-I. Note: RDSO Approve sources of distributor valve only need to quote and material inspection by RDSO."
"3098","HDPE Bends confirming to IS 4984 with latest Amendments as per the following specifications. Material Grade PE 100, Pressure rating :6kg/square cm PN-6 , Outer dia of the pipe:63mm, wall thickness shall be from 2.9mm to 3.4mm."
"3098","Vinyle stickers pasted on acrylic sheet Transparent in coaches as per Drg.No.SC/Chg/Misc./01/2015 Rev.00 S.NO.6 Drawing attached"
"3098","Semi-Automatic Washing Machine of 6Kg. Capacity and top loading of Make: VIDEOCON, LG or SAMSUNG."
"3098","Bogie end pull rod to Drg. No.CONTR 9404-S/10 Item No.4, Alt.10 or latest."
"3098","Liner set for sider bearer of BLC wagon to Drg No.CONTR-9404-S-15, Item Nos 4,5, 6 and 7, Alt.12 or latest."
"3098","Soft gentle liquid soap filling in plastic container with pump and nozzle in 250 ml Net. Make:FEM/PALMOLIVE/DETTOL"
"3098","Side bearer seat to RDSO Drg. No. CONTR-9404-S-15, Item 2, Alt.12 or latest. Drawing attached."
"3098","Ladder for upper berth PU foam type to ICF Drg.No. WGSCWAC 6-6-4-606 Alt.d/Nil."
"3098","Wheel Floating blocks for WDG3A as per drawing numbers SCR/ART/SK-002."
"3098","POH Rubber kit complete for escorts make EP Brake controller consisting of 40 items as per detailed list enclosed Annexure-I."
"3098","Modified Application Magnet valve Complete to M/S WSF itd part no.ic70222/1 suitable for Electro Pnuematic Brake unit type of WSF make."
"3098","Control valve assembly to ELGI part No.EU 8525000 suitable for ELGI make wiper arrangement of 1400 HP DEMU DPC."
"3098","Seal crank shaft to rear end to suit Godrej Forklift Trucks Model:GX-300D"
"3098","Cup Sleeve Lower for SCHAKU Coupler Escorts Part No. SK 575 or its equivalent."
"3098","Wheel Floating blocks for WDG3A as per drawing numbers SCR/ART/SK-002."
"3098","Bracket for Lateral Damper to RCF Drg.No. LW05116 Alt.Nil."
"3098","Rear end oil seal to Simpson Part No: 73DE0019 to suit Simpson Engine Model: S 433 for Godrej Forklift Trucks Model:GX-300D. Eligible Criteria:- Past performance of same / similar item supplied to Railways and documentary evidence to be enclosed alongwith offer as proof having executed such purchase orders, otherwise your offer will be passed over. Note:-OEM/Authorized dealer of OEM need only to quote. Authorised dealership certificate to be enclosed alongwith officer, otherwise the offer will be passed over."
"3098","Wheel Floating block for WDM3D as per Drawing numbers SCR/ART/SK-004."
"3098","Wheel floating blocks for WDM2A as per drawing number SCR/ART/SK-001."
"3098","Wheel Floating blocks for WDG4 as per Drawing No: SCR/ART/SK.003."
"3098","Set of mounting brackets complete for outer and Inner Head stock assembly and bracket for Stainless Steel Wire rope to RDSO Drawing Nos. consisting of 4 items for fixing arrangement of DRDE Biological tank on conventional coaches. Detailed description as per annexure ."
"3098","Wash hand sink D type stainless steel to IRS Drg.No. C/LF-1885. Alt.6."
"3098","Hand brake wheel for BOXNHL wagons to RDSO Drg.No.WD-05086-S-10, Item No.33, Alt.5, Ref.Drg.No.WD-96031-S-01, Alt-Nil."
"3098","WAFER TYPE BUTTERFLY VALVE. PN16 Rating cast irion IS:210 Gr 200 body Epoxy coated SG iron Disc ASTM A536 Black Nitrile rubber moulded on bakelite/Aluminium hard back up ring suitable for field replacement SS 410 ASTM A276 Stem Heavy duty square grooved Disc/stem connection without any machanical fastening mounting flange as per ISO 5211 suitable for insertion between BS4504 PN10/16, ASME B16.5 150 and BS10 Table D/E/F flanges lever test pressure :- B.T.P. 24 Bar Hyd. S.T.P:- 18 Bar Hyd,Size : 150mm manually operated Specification of these valves is DN150,PN 2.5 wafer short as per table -1 of Bis : 13095/1991"
"3098","Recoil Spring Washer BG to IRS Drg.No.W/BD-350, Alt-1."
"3098","Wire cable for Bio-Toilets Size : Dia 8 mm. as per RDSO Drg.No.MI005510 item Serial NO.5.Alt.C."
"3098","Nut lock for BOBRN wagon to Drg.No.WD-92081-s-57, Alt-10,item-12."
"3098","Slide Block for BLC Wagon spring loaded side bearer assembly to Drg.No.CONTR-9404-S/15, Alt.12, Item No.1."
"3098","M20 Bolt and Nut with Check Nut Washer and Split Pin for Item No.11 of Drg.No.RITES/TP 9405-IS-001, Item No.12, Alt. percent u20180 percent u2019 or latest."
"3098","Control valve assembly to ELGI part No.EU 8525000 suitable for ELGI make wiper arrangement of 1400 HP DEMU DPC."
"3098","Pawl housing Ring air Br. Cylinder 203mm BMBC as per RDSO/SK-81206 Alt.3 item No. 6 Meterial spec Steel En8-BSS 970 1995 . Note: Procurement only from RDSO Approved sources of Bogie Mounted Brake Cylinder."
"3098","Hose Connector 150/150mm to RDSO Drg.No. CG-14070. Item-1 along with two clamps to RCF Drg.No.MI05510, Item-9, alt-c."
"3098","Bolster Spring Inner for BLC Wagon to RDSO Drg.No.CONTR 9404-S-7, Item No.2, Alt.7 and confirming to Specn.WD-01-HLS-1994, Rev.3 of Jan.2009."
"3098","Front Support for spring cartridge assembly to FTIL part No: 727857000 of Make : Faiveley for centre buffer coupler coaches of coaching stock."
"3098","Vinyle stickers pasted on Acrylic sheet Transparent in coaches as per Drg.N0.SC/Chg/Misc./01/2015 Rev.00 S.No.14"
"3098","Vinyle stickers pasted on Acrylic sheet Transparent in coaches as per Drg.N0.SC/Chg/Misc./01/2015 Rev.00 S.No.4"
"3098","Vinyle stickers pasted on Acrylic sheet Transparent in coaches as per Drg.N0.SC/Chg/Misc./01/2015 Rev.00 S.No.13"
"3098","Brake Darum Cast Ior 250 dia suitable for 15 ton EOT crane. Make: SAICO/GARLICK/SHRUSHITI/TSS. Authorized dealers to quaote with valid certificate ."
"3098","Top Commutator cover-assembly for BHEL-Make-TM. Model No. 4601DY for 700HP DEMU BHEL - Cat No. 453170001. Make: BHEL/Bhopal electrical insulation/Balaji enterprise/Inder engineering/DTL.Machin Pvt.Ltd. OEM/authorized dealers only to quote ."
"3098","Wash hand sink D type stainless steel to IRS Drg.No. C/LF-1885. Alt.6."
"3098","SS.Hex head bolt complete for fitment for P-Trap on DRDE Bio-toilet tanks for conventional SG Coaches consisting of 3 items 1 SS.Hex.Bolt M8 x 25 percent u2013 5.6 to IS:1364, Part-1 CE. 2 SS.Hex Nut M8 A2-70 to IS:1367, Part-14 to IS:1364 Part-3 percent u2013 2002. 3 Spring washer B8 to IS: 3063-1994 and Coating to MDTS-057."
"3098","Modified shim of size: 20mm thickness. Material: Fe410W to IS: 2062-2006 for AAR percent u2018H percent u2019 Type tight lock CBC as per RDSO Drg.No.CG-15090."
"3098","Set of Brake Drum Cast Iron for EOT Cranes. Detailed Descrption:- 1 Brake Drum 250mm dia suitable for 15 Ton EOT Cranes Qty/Kit: 04 Nos. 2 Brake Drum 200mm dia suitable for 7.5 Ton EOT Cranes. Qty/Kit: 04 Nos. Make: REVA/SAICO/GARLICK/SHRUSHTI/TSS Note:- OEMS or authorized dealer only should quote along with authorization certificate. Firms should mention details of make/model of the item and shall enclose the relevant technical leaflet. ."
"3098","Oil Filter to CP Part No. 6211472250 suitable for Chicago Pneumatic Screw Air Compressor 76 CFM, Model:CPB25 make:CP or KIRLOSKAR or ELGI. OEM s or Authorised Dealers to quote with valid certificate "
"3098","SEALING RING A105/130/12 TO RCF PL.NO.33590631."
"3098","Auxilary Air Reservoir 150 Liters Capacity for main line ICF Coaches to RDSO Drg. No. CG-K4026, Alt.1 and material Specn. IS: 2062, FE410WB, Confirming to RDSO Spec No. C-L407 Rev-02 . Note:-Procured from RDSO vendors of Auxilary Reservoir 100 Ltrs/75 Ltrs/200 Ltrs."
"3098","Guards Emergency Brake Valve with 8mm dia choke at out let port and confirming to RDSO Specn. No. 02-ABR-02, Amendement No. 3 of April 2010, Appendix G Drg.No. SK-73549.Alt.5. Note:-RDSO Approved sources only to quote."
"3098","Fixing Rubber to Drg.No. CC 56415 in Standard length of 20 Meters each."
"3098","Coat Hooks to ICF Drg.No. ICF/STD-6-4-010. Col-I Alt. q/2."
"3098","Bracket for Speed sensor at Axle End Cover for LHB Fiat Bogies to RCF Drg.No. M1004736. Alt-Nil."
"3098","Hose Connector 150/150mm to RDSO Drg.No. CG-14070. Item-1 along with two clamps to RCF Drg.No.MI05510, Item-9, alt-c."
"3098","Bush Bronze as per RDSO Drg No.WD -92081-S-57, Alt.10 , Item. 5 .for BOBRN wagon."
"3098","Connecting rod for Brake gear for BOXNHL wagon to RDSO Drg No : WD-05086-S-19, item No:5, Ref Drg No : W/BG-6321,Alt2."
"3098","Supply and pasting of vinyle sticker on coach no plates of size 13 x 12 and pasting of vinyle letters. specification attached."
"3098","Plastic bucket with a capacity of 13 liters. make :CELLO or CHETAN."
"3098","HOSE CLAMP DIA 120MM WITH PAN / COMMODE ADAPTOR OUTLET OD 102 MM FOR BIO-RETENTION TANK AS PER ICF DRG.NO.ICF/SK3-6-3-130 ITEM - 7 ALT-C. IS : 4762-84 TAB-1.A1SI-304"
"3098","Hydraulic pallet truck with 4 wheels with 5 tons hydraulic lifting light of 200mm, length 1220mm width 685mm. specification enclosed."
"3098","WELDING MACHINES. SPECIFICATION ATTACHED."
"3098","SNAKE CABLE ON REEL 20 mtrs. with 24 XLR connectors with color coded,numerically labelled. Make : FALCON/SURBHI/BOSS/SEISMIC AUDIO."
"3098","Wearing plate for side bearer to Drg.No. T-0-5-648 or latest."
"3098","Cage for rat pad as per Drg No.CDO/HYB/Cage-1. Drawing copy enclosed."
"3098","Dust bin for composite modular toilet for AC coaches to RDSO SK.NO.K2036, Item-1,Alt-1."
"3098","Cutt Off Angle Cock with Vent for Freight and Coaching Stock Confirming to RDSO Spec. No. 02-ABR-02, Amend No. 03 of April 10 and Appendix - D and Drg. No. WD-88123-S-01 alt.-02. Note: RDSO Approved sources only to quote."
"3098","Ball valve 1 inch to RCF Drg No: M1005645 item-16 alt.nil."
"3098","Foldabe bottle holder to ICF Drg.No. ICF/STD-4-018, Alt.h/3."
"3098","Ladder for upper berth PU foam type to ICF Drg.No. WGSCWAC 6-6-4-606 Alt.d/Nil."
"3098","Entrance Hand rail to ICF Drg.No. T-2-6-60, Col-VII, Alt-z/29."
"3098","Head rest for upper berth to ICF Drg.No. SCN 5-6-521 Col-I Alt.n/2."
"3098","Floor squeezer with handle made of aluminium of 4 feet length, scrubbing bristle and squeeze foam of polypropylene of length 1 feet, similar to roots make part no 559260010.00"
"3098","Floor squeezer with handle made of aluminium of 4 feet length, scrubbing bristle and squeeze foam of polypropylene of length 1 feet, similar to roots make part no 559260010.00"
"3098","Laminated Board of Tourism Poster of size : 20 x 28 as per the enclosed Annexure.Thickness of board is 8mm.Drawing enclosed."
"3098","Supply and pasting of vinyle stickerr on Destination board of size 48 x 6 and pasting of vinyle letters. specification enclosed."
"3098","Supply and installation of GPRS based Bio- Metric system equivalent to COSEC Door Fow of M/s Matrix Cosec Time or Higher version specification attached ."
"3098","Set of bottle with spray pump for hand wash liquid as per Drg.No. CDO/HYB/Amenity/001/2015. each set consists item No.1 qty : 03 nos and item no.2 qty : 01 no Drawing copy attached."
"3098","Bracket for safety rope as per RDSO CG Drg.No.CG-11088 alt-1 Drawing attached "
"3098","Cylinder Body for Bogie mounted brake cylinder, item No. 1 as per RDSO C sketch 81201 ALT 5 confirming to RDSO Spec No. C-K103 Alt.1. Material Sapec Fe410 WA. IS 2062-92. Note:-To be procured from RDSO Approved vendors of bogie mounted brake cylinder only."
"3098","Holder support sub assembly for schakucoupler ESCORTS Part No. SK-804 or its equivalent."
"3098","Polyurethene push type flushing valve for fitment in lavatory of passenger coaches specification. Specification: 1. Dimensions for fitment with exisiting pipes to be as per ICF Drg.No. SK-6-3-425. 2. No. leakage or dripping to be observed with a pressure difference of 3.5 bar across the valve. 3. Valve to be fully opened at applicaton pressing force of 6.8kg on the knob. 4. Indication for pressing the knob on pushing cap. 5. Indication for direction of flow on body of valve."
"3098","Acrylic sheet transparent size: 4feet x 3feet x 3mm thick to ASTM International Spec.D4802-10. Make:Neelkamal or Jaibharath only."
"3098","Rubber profile to Drg No. LW54141."
"3098","Bracket for Lateral Damper to RCF Drg.No. LW05116 Alt.Nil."
"3098","Pawl housing Ring air Br. Cylinder 203mm BMBC as per RDSO/SK-81206 Alt.3 item No. 6 Meterial spec Steel En8-BSS 970 1995 . Note: Procurement only from RDSO Approved sources of Bogie Mounted Brake Cylinder."
"3098","Stainless steel angle moulding 1x47x2000mm Total 22 holes of dia 5mm to be provided at equally spaced distance of 195mm to ICF Drg.No. ICF/STD-4-3-017, Item-3, Alt-a."
"3098","FRP Outer window arrangement with equalizing device drg.no. T-5-3-701 Col-VII Alt t except item 5, 7, 12 to 14, 21, 22 colour of glass shutter and louver shutter frames shall be of stain blue to shade No. 177 of IS: S-2007 colour of window guide and sill shall be of smoke grey to shade No. 692 of ISS-2007."
"3098","Ball valve manual pressure stop valve for LUKAS control stand CT-7. Ref.No: V84072/028522."
"3098","Sealing rubber for tank as per RCF Drg No. MI005326 Alt-b. Drawing attached "
"3098","Hydraulic pallet truck with 4 wheels with 2.5 tons cap . Hydraulic lifting height 200 mm, length 1220mm, width 685mm. specification enclosed."
"3098","Wooden Wedge as per Drg.No.SCR DLS/EQ-0053/B. Drawing attached "
"3098","Wash basin ceramic wall hung type size : 460 L X 340 W X 180 H mm similar to RAASI cat No : 81036 with west coupling . Make : RAASI/HINDWARE/PARRYWARE. Colour : White."
"3098","Eye bolt with nut to RDSO Drg.no. WD-92081-S-57,Alt-10,item-2, and bush to Drg.no.WD-92081-S-58,item-2, Alt-3."
"3098","Manufacture and supply of set of items : Copying templates LH RH and profile checking gauges female for intermediate wheel profile of BG coaches as per Drg.No : 1. RDSO.C.SK.92082 Alt-02 of sizes 25mm,27mm and 28mm. Drg.No : 2.RDSO.C.SK.91146 Alt-03 of size 29.4 mm. Material : Tool steel IS-3748/90,Hardness: 50/55HRC with NABL calibration certificate. As per set of details enclosed."
"3098","Foldable wheel diameter measuring gauge fitted with vernier scale with measuring range -900-1120 mm of accuracy-1.0 mm, material tool steel to IS 3748/90, Hardness - 40/45 HRC. Suitable for carriage and Wagon along with a STD test bar of suitable length.Supply with calibration certificate from NABL approved laboratories and packed in a carrying wooden box."
"3098","Common pipe bracket with control reservoir to drawing No. WD-7951-S-10, Alt.3, confirming to RDSO Specification No. 02-ABR-02 with Amend No. 2 and Appendix-A1. Note:-RDSO Approved vendors only need to quote."
"3098","Clamp dia 150mm with pan /commode adaptor outlet OD 156mm for Bio-retention tank as per RCF Drg.No.MI005510 item-9 alt- NIl. IS : 4762-84 AISI304."
"3098","Aluminium pop Rivet. specifications Attached."
"3098","Hand Held Wireless micro phone System. Make : SHURE/EV/SENNHEISER/BOSCH. Specification Attached."
"3098","Toner cartridge suitable for CANON LBP 3500 printer."
"3098","Toner cartridge suitable for CANON LBP 6018 printer."
"3098","Body Bolster for SCN Coaches to ICF Drg.No. DMU/TC-1-1-005, Col-IV Alt t ."
"3098","Aluminium inner frame for double sealed window for AC coaches as per Drg.No. ICF/SK-5-4-274 Alt.k. Item 2."
"3098","Adaptor Crown seat gauge gauge No.1 and 2 as per Fig.No.16 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Latex 7 1/2 Disposable hand gloves to IS : 13422 thickness : 0.10mm. MAKE : Nulife or similar."
"3098","SS 202 Pressure Relief Valve with Rain Cap to RDSO Drg NO: WD-07054/5-10,item No.11. Body : Cast stainless steel AISI 202 , Seat : SS 202, Spring : SS 304, Size : 65 mm. Release Pressure : 07 Kg/square cm."
"3098","Pedestal jaw short gauge as per Fig.No.33 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Adaptor side lug gauge as per Fig.No.15 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Column gauge as per Fig.No.25 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Combined wear gauge as per Fig.No.38 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Adaptor Crown seat gauge as per Fig.No.11 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","EFT Cover box type made of MS CRCA sheet 16 guage thick with powder coating in yellow and electrical signs 110V DC and polarities as per Drg.No.SE/E/SK/14/10."
"3098","Foot Rest complete suitable for sutlej Make of LHB AC Chair Car with 04 Nos mounting bolt and Nut M8 x 50mm MYSS.SK.No. AC/04/894."
"3098","Column gib gauge as per Fig.No.41 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Adaptor side lug gauge as per Fig.No.12 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Adaptor side gauge as per Fig.No.13 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Adaptor sides gauge as per Fig.No.17 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","SUPPLY, INSTALLATION and COMMISSIONING OF RO PLANT OF 50 LPH SIMILAR TO ROPURE BRAND, 7 STAGE PURIFICATION RO WITH UV SYSTEMS IN SS SKID. SPECIFICATION ATTACHED."
"3098","WET and DRY MANUAL MOP 50cm AND ADJUSTABLE TELESCOPIC POLE HANDLE ALUMINIUM POWDER COATED WITH BLENDED SYNTHETIC AND COTTON YARN INSET MAKE ROOTS EZEE CLEAN PART NO.559260002 or SIMILAR AS PER SPECIFICATION ATTACHED."
"3098","Plain glass for Hammer box size 180mm x 280mm x 1.5 mm thickness as per RDSO C Drg. No.SK-K3001 Item No.1 IS Specification No. IS : 2835-87."
"3098","Shims of thickness 02mm with IS : 8500 Standard sheet as per Drg No: SAB A4 7270627 suitable for CBC."
"3098","Hose connector for Bio-toilets as per RCF Drg No. CG- 14070 item No.2. Drg. copy enclosed."
"3098","Disposable pillow covers,made of 40-50 GSM OZO free non woven fabric size : 64x44 cms including 1 border of two sides with blue fabric.Thickness of fabric greater than or equal to 0.5mm material is poly propylene spun bond."
"3098","3.7volts,2200mA Rechargeable batteries of LED LAMPS. Specifications : National standard : 18650. Make : Unicad/Lione/GP or Ultra fire only."
"3098","Shims of thickness 08mm with IS : 8500 Standard sheet as per Drg No: SAB A4 7270627 suitable for CBC."
"3098","SS 202 Pressure Relief Valve with Rain Cap. RDSO Drg NO: WD-07054/5-10,item No.11. Body : cast stainless steel AISI 202 Seat : SS 202. Spring : SS 304. Size : 65 MM. Release Pressure : 07 Kg/cm square"
"3098","Push type flush valve as per Sr.CDO/ADI s Drg.No.Sr.CDO/S/ADI/2 ATL-II of coaching depot kankariya Ahmedabad. Drg enclosed."
"3098","Supply and pasting of vinyle stickers on panel board of size : 48 x 18 and pasting of vinyle letters."
"3098","Shims of thickness 06mm with IS : 8500 Standard sheet as per Drg No: SAB A4 7270627 suitable for CBC."
"3098","Oil Filter Element for Air Compressor OEM Part No.6211473550. Make: Chicago Pneumatic. Model: CPC 60."
"3098","Suction Foam for Air Compressor OEM Part No.9095331211. Make: Chicago Pneumatic. Model: CPC 60."
"3098","Connecting Rod crank shaft Assembly with bearing to ELGI Part No. 070301140 for ELGI make Air Compressor Model TRC 2507. Note: OEM/Authorised dealers of ELGI with valid authorised certificate only need to quote."
"3098","Battery box for 110 Volt DC TL System, to ICF Drg.No. ICF/SK-7-1-306, Alt:v/2."
"3098","Pedestal side and crown side gauge as per Fig.No.29 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Anti rotation lug gauge as per Fig.No.26 of RDSO G-95 manual suitable for CASNUB Bogies. Supply with calibration certificate from NABL approved laboratories."
"3098","Knuckle nose wear and stretch limit gauge CBC gauge No.03 with reference to RDSO G80 manual."
"3098","Adaptor thrust shoulder and bore wear gauge as per fig.No.09.RDSO-G 95 manual"
"3098","Pedestal side and crown side gauge as per Fig.No.30 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Pedestal jaw long gauge as per Fig.No.34 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","SAB A Dimension gauge suitable for BOBRN wagons size: 27.0mm 2 / -0 . Material: Tool steel to IS:3748/90, hardness to 50/55 HRC."
"3098","Adaptor Crown lug gauge as per Fig.No.10 of RDSO G-95 manual suitable for CASNUB Bogies. Supply with calibration certificate from NABL approved laboratories."
"3098","Pedestal Crown roof gauge as per Fig.No.28 of RDSO G-95 manual suitable for CASNUB Bogies."
"3098","Supply and installation of GPS based in- car LED display for displaying speed in Kms with the date and time. specification attached."
"3098","Dust bins plastic 12 ltrs capacity with wrinkle type cover. make : Chetan,Nilkamal or Cello."
"3098","Dust bin plastic 30 ltrs capacity with wrinkle type cover. make : Chetan,Nilkamal,Cello,Tupperware or Signoraware."
"3098","Common pipe bracket assembly complete along with CR to Escorts part No. 206 or to KBI Part No. KD-206 or to FTIL Part No. 620002000 or to SIL Part No. 08210622 suitable for mounting DV. INSPECTION: BY RDSO."
"3098","Push type flush valve as per Sr.CDO/ADI s Drg.No.Sr.CDO/S/ADI/2 ATL-II of coaching depot kankariya ahmedabad. Drg enclosed."
"3098","ASKA make Tower Cloths Cylindrical shape, Special fabric suitable for ASKA inflatable lighting towers. part model No : FAB-2022."
"3098","Inspection cover for TM - 4601 AZ/BX as per BHEL Drg.no. 34391741001P1, use for DEMU Power Car/Tower Car. Makes:-BHEL/Inder Engineering/Bhopal Electrica/Balaji Enterperies. OEM/Authorized dealers only quote ."
"3098","Thermostat Valve Kit for Air Compressor OEM Part No.2205490591. Make: Chicago Pneumatic. Model: CPC 60."
"3098","CARTRIDGE SP-200 BLACK HIGH YIELD RATING NOT LESS THAN 2600 PAGES SUITABLE TO WORK ON RICOH SP 200 LASER PRINTER."
"3098","Air Filter Element for Air compressor OEM Part No.2205131201. Make: Chicago Pneumatic. Model: CPC 60."
"3098","Air Oil Separator Element for Air Compressor OEM Part No.2205406518. Make: Chicago Pneumatic. Model: CPC 60."
"3098","Inter cooler to ELGI Part No. 000216130 for ELGI make Air Compressor Model TRC 2507. Note OEM/Authorised dealers of ELGI iwht valid authorised certificate only need to quote."
"3098","Roto Air Plus Oil Tin 20 ltrs capacity for Air Compressor OEM Part No.6215714500. Make: Chicago Pneumatic. Model: CPC 60."
"3098","Shunt and Clamp assembly 22PC as per BHEL Drg.No. 2580130024V01 suitable for power contactor of BHEL-DEMU Power Car/Tower Car. Makes:BHEL/Inder Engineering/Bhopal Electrical/Balaji enterprises. OEM/Authorized dealers only to quote ."
"3098","P-Trap Interface Dia.150mm to RDSO Drg.No.CG-11085, Alt.3."
"3098","Modified shim of size: 5mm thickness. Material: Fe410W to IS: 2062-2006 for AAR percent u2018H percent u2019 Type tight lock CBC as per RDSO Drg.No.CG-15090."
"3098","Chlorine filter for Bio-toilet to RCF Drg.No.MI005328, Alt.b"
"3098","SS.Hex head screw complete for mounting of DRDE Bio-Digester system for conventional SG Coaches consisting of 3 items 1 SS.Hex head screw M16 x 60 A2-70 to IS: 1367, Part-14 to IS: 1364 Part -2 -2002. 2 SS.Nylock Nut M16 A2-7 to IS: 1367, Part-14 to IS: 7002-2005. 3 Spring washer B16 to IS: 3063-1994 and Coating to MDTS-057."
"3098","VINYLE STICKER PASTED ON ACRYLIC SHEET TRANSPARENT IN COACHES AS PER DRG.NO.SC/CHG/MISC/01/2015 REV.00 S.NO.9"
"3098","Buffer Height measuring gauge suitable for measuring the height of CBC. Measuring range -900mm to 1130mm, Accuracy: /-1.0mm."
"3098","Vinyle stickers pasted on acrylic sheet Transparent in coaches as per Drg.No.SC/Chg/misc/01/2015 rev.00 . Item S.No.1"
"3098","SS.Hex head screw complete for mounting of DRDE Bio-Digester system on outer head stock for conventional SG Coaches consisting of 3 items 1 SS.Hex head screw M16 x 75 A2-70 to IS: 1367, Part-14 to IS: 1364 Part -2 -2002. 2 SS.Nylock Nut M16 A2-7 to IS: 1367, Part-14 to IS: 7002-2005. 3 Spring washer B16 to IS: 3063-1994 and Coating to MDTS-057."
"3098","Air Filter to CP Part No. 2205116401 suitable for Chicago Pneumatic Screw Air Compresor 76 CFM, Model: CPB25 MakeL CP or KIRLOSKAR or ELGI. OEM S or Authorised dealers to quote with valid certificate ."
"3098","Grease Nipple A30-DIN71412 for schaku coupler."
"3098","Rear end oil seal to Part No: 73DE0019 to suit Simpson Engine Model: S4ee for Godrej Forklift Trucks Model:GX-300D. Simpson/Godrej Authorised Dealer Certificate to be enclosed "
"3098","Rubber Buffer for Lavatory window as per ICF Drg. No. T-5-5-527."
"3098","Supply and installation of heavy duty adjustable pallet racks of size: 2500mm Height x 800mm depth x 2000mm Length along with test certificate from NABL accrediated lab. Confirming to European Standards for design and IS Specification for stocking the items as per detailed description attached."
"3098","Control rod for IRSA 750 SAB to RDSO Drg.No: WD-93061-S-02, Alt-1, Item No.4, confirming to Specn. No: 19-ABR-07 with amendment 2 of Mar percent u201908."
"3098","Flap Door Chainless cotter for BOXNHL wagon to RDSO Drg.No.W/DW-297, ALT.1."
"3098","Modified restrictor on CBC for SLR as per RDSO Drawing No.CG-10063, Specification: IS 8500-1991, Gr. Fe-540."
"3098","ISI marked pipe wrench stillson type as per IS: 4003 I 1978, 450mm/18 percent u201D length, maximum opening: 60mm approx of Taparia make or equivalent in Everest or Mekaster."
"3098","PVC 40mm casing and caping as per IS 14927 part 2. Makes:- SGL, JUVAS, MODI, Sudhakar, AGK. Note:- OEMS or authorized dealer only should quote along with authorization certificate. Firms should mention details of make/model of the item and shall enclose the relevant technical leaflet."
